|---Maximum Temperature---|---Minimum Temperature---|----Precipitation---|-------Snowfall-----|------Snowdepth-----|--Heat--|--Cool--
MO DY AVG  NO  HI   YR  LO   YR AVG  NO  HI   YR  LO   YR   AVG  NO  HIGH   YR   AVG  NO  HIGH   YR   AVG  NO  HIGH   YR HDD   NO  CDD  NO
11 27  62  50  76 1959  52 1994  39  50  51 1977  33 1987 0.032  50  0.55 1998  0.00  51   0.0 2003   0.0  51    0. 2003 14.6  50  0.0  50
11 28  61  51  72 1969  53 1994  39  50  52 1999  31 1976 0.081  50  1.00 2001  0.00  51   0.0 2003   0.0  51    0. 2003 15.0  50  0.0  50
11 29  62  50  70 1977  55 1994  39  49  53 1998  30 1976 0.113  50  2.48 1970  0.00  51   0.0 2003   0.0  51    0. 2003 14.7  49  0.0  49
11 30  61  50  74 1977  53 1983  39  49  53 1960  27 1954 0.073  49  1.10 1997  0.00  51   0.0 2003   0.0  51    0. 2003 15.1  49  0.0  49
12  1  61  50  73 1977  52 1967  40  51  57 1960  30 1972 0.107  51  1.88 1973  0.00  51   0.0 2003   0.0  51    0. 2003 14.8  50  0.0  50
12  2  61  50  72 1956  50 1972  39  50  54 1987  31 1990 0.110  50  1.33 1970  0.00  51   0.0 2003   0.0  51    0. 2003 15.3  49  0.0  49
12  3  61  50  74 1958  50 1963  40  51  54 1985  31 1957 0.070  51  0.89 1985  0.00  51   0.0 2003   0.0  51    0. 2003 15.2  50  0.0  50
12  4  60  50  74 1958  50 1963  40  50  54 1987  30 1990 0.062  51  0.91 1980  0.00  51   0.0 2003   0.0  51    0. 2003 15.0  49  0.0  49
12  5  60  50  73 1958  49 1963  40  51  53 1966  28 1972 0.094  51  0.74 1966  0.00  51   0.0 2003   0.0  51    0. 2003 15.6  50  0.0  50
12  6  59  50  69 1979  48 1972  41  50  53 1987  30 1972 0.062  51  1.03 1966  0.00  51   0.0 2003   0.0  51    0. 2003 15.3  49  0.0  49
12  7  59  50  73 1979  50 1972  39  50  58 1995  29 1959 0.045  51  0.79 1992  0.00  51   0.0 2003   0.0  51    0. 2003 15.9  49  0.0  49
12  8  60  49  71 1979  45 1965  38  50  50 1970  25 1978 0.059  50  0.94 1955  0.00  51   0.0 2003   0.0  51    0. 2003 16.2  49  0.0  49
12  9  59  49  71 1975  38 1972  39  50  54 1996  23 1972 0.051  50  0.72 1993  0.00  51   0.0 2003   0.0  51    0. 2003 16.1  49  0.0  49
12 10  58  49  67 1982  38 1972  39  50  56 1968  28 1972 0.068  50  1.41 1996  0.00  51   0.0 2003   0.0  51    0. 2003 16.6  49  0.0  49
12 11  59  49  67 1958  39 1972  38  50  51 1995  23 1972 0.086  50  0.87 1995  0.00  51   0.0 2003   0.0  51    0. 2003 16.9  49  0.0  49
12 12  59  50  72 1958  45 1972  38  51  54 1996  25 1972 0.080  51  1.92 1995  0.00  51   0.0 2003   0.0  51    0. 2003 16.9  50  0.0  50
12 13  57  50  74 1958  41 1972  38  51  53 1996  28 1985 0.035  51  0.47 1994  0.00  51   0.0 2003   0.0  51    0. 2003 17.6  50  0.0  50
12 14  58  50  75 1953  45 1967  38  50  53 1981  26 1972 0.067  51  1.50 2002  0.00  51   0.0 2003   0.0  51    0. 2003 17.3  49  0.0  49
12 15  58  50  70 1977  41 1972  38  50  55 1977  26 1967 0.049  51  0.85 2002  0.00  51   0.0 2003   0.0  51    0. 2003 17.1  49  0.0  49
12 16  58  50  71 1998  41 1972  38  51  58 1962  26 1965 0.110  51  1.28 1957  0.00  51   0.0 2003   0.0  51    0. 2003 17.1  50  0.0  50
12 17  59  50  70 1980  47 1993  38  51  53 1962  25 1965 0.110  51  1.00 2002  0.00  51   0.0 2003   0.0  51    0. 2003 17.0  50  0.0  50
12 18  59  50  74 1958  47 1993  37  51  51 1962  24 1965 0.079  51  0.85 1955  0.00  51   0.0 2003   0.0  51    0. 2003 17.2  50  0.0  50
12 19  57  48  67 1975  45 1963  38  49  52 1969  27 1993 0.087  51  1.65 2002  0.00  51   0.0 2003   0.0  51    0. 2003 17.9  48  0.0  48
12 20  57  49  69 1999  47 1990  38  50  58 1955  26 1998 0.093  51  1.59 2003  0.00  51   0.0 2003   0.0  51    0. 2003 18.0  49  0.0  49
12 21  57  49  70 1969  43 1990  38  50  57 1955  25 1993 0.117  51  1.19 1996  0.00  51   0.0 2003   0.0  51    0. 2003 17.4  49  0.0  49
12 22  56  48  70 1999  40 1990  38  49  57 1955  22 1990 0.171  51  2.77 1955  0.00  51   0.0 2003   0.0  51    0. 2003 18.5  48  0.0  48
12 23  56  49  68 1999  37 1990  37  49  60 1964  20 1990 0.122  51  1.83 1955  0.00  51   0.0 2003   0.0  51    0. 2003 18.8  48  0.0  48
12 24  56  47  68 1977  40 1990  37  48  60 1964  21 1998 0.085  51  1.38 1979  0.00  51   0.0 2003   0.0  51    0. 2003 18.7  47  0.0  47
12 25  56  44  68 1967  47 1990  37  46  56 1955  23 1990 0.076  51  1.14 1971  0.00  51   0.0 2003   0.0  51    0. 2003 18.8  44  0.0  44
12 26  57  46  75 1967  45 1993  36  48  57 1955  27 1990 0.073  51  1.25 1955  0.00  51   0.0 2003   0.0  51    0. 2003 18.9  46  0.0  46
12 27  57  47  75 1967  44 1993  36  48  50 1977  26 1962 0.069  51  0.95 1973  0.00  51   0.0 2003   0.0  51    0. 2003 19.1  46  0.0  46
12 28  57  48  74 1967  46 1971  37  49  52 1977  27 1966 0.118  51  1.00 2001  0.00  51   0.0 2003   0.0  51    0. 2003 18.5  48  0.0  48
12 29  57  50  72 1967  43 1988  38  50  54 1973  27 1962 0.125  51  1.45 2003  0.00  51   0.0 2003   0.0  51    0. 2003 18.3  49  0.0  49
12 30  57  50  68 1999  46 1984  37  51  53 1995  25 1990 0.133  51  1.13 1981  0.00  51   0.0 2003   0.0  51    0. 2003 18.5  50  0.0  50
12 31  57  48  68 1999  48 1964  37  49  58 1996  26 1990 0.062  51  0.64 1964  0.00  51   0.0 2003   0.0  51    0. 2003 18.4  48  0.0  48
