"MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
160,"RL",24,2308,"Pave",None,"Reg","Lvl","AllPub","Corner","Gtl","NPkVill","Norm","Norm","TwnhsE","2Story",6,6,1976,1976,"Gable","CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",556,"Unf",0,248,804,"GasA","TA","Y","SBrkr",804,744,0,1548,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Detchd",1976,"Unf",2,440,"TA","TA","Y",48,0,0,0,0,0,None,None,None,0,7,2007,"WD ","Normal",155000
60,"RL",None,9240,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",396,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1055,1055,"GasA","Ex","Y","SBrkr",1055,1208,0,2263,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","BuiltIn",2001,"Fin",2,905,"TA","TA","Y",0,45,0,0,189,0,None,None,None,0,9,2008,"WD ","Normal",287000
80,"RL",64,7848,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl",7,6,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,384,384,"GasA","Ex","Y","SBrkr",774,656,0,1430,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",1999,"Fin",2,410,"TA","TA","Y",0,0,0,0,0,0,None,None,None,0,6,2009,"WD ","Normal",168000
190,"RL",70,13587,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Nonemes","Norm","Norm","2fmCon","1Story",5,5,1958,1958,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","Rec",532,"Unf",0,456,988,"GasA","TA","Y","SBrkr",988,0,0,988,1,0,1,0,2,1,"TA",5,"Typ",0,None,"Attchd",1958,"Unf",1,264,"TA","TA","Y",0,0,0,0,0,0,None,None,None,0,4,2010,"WD ","Abnorml",119000
160,"RM",21,1680,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",504,"TA","TA","CBlock","TA","TA","No","Rec",156,"Unf",0,327,483,"GasA","TA","Y","SBrkr",483,504,0,987,0,0,1,1,2,1,"TA",5,"Typ",0,None,"Detchd",1971,"Unf",1,264,"TA","TA","Y",275,0,0,0,0,0,None,None,None,0,2,2010,"COD","Normal",96000
70,"RH",None,12155,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","2Story",6,8,1925,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",156,"Unf",0,516,672,"GasA","TA","N","SBrkr",810,672,0,1482,0,0,2,0,4,1,"Fa",7,"Typ",0,None,"Detchd",1934,"Unf",1,400,"TA","TA","P",0,0,254,0,0,0,None,None,None,0,3,2008,"WD ","Normal",140000
20,"RL",75,9986,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",428,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1795,1795,"GasA","Ex","Y","SBrkr",1795,0,0,1795,0,0,2,0,2,1,"Gd",7,"Typ",1,"Gd","Attchd",2007,"RFn",3,895,"TA","TA","Y",0,49,0,0,0,0,None,None,None,0,2,2007,"New","Partial",147000
20,"RL",60,11556,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Nonemes","Norm","Norm","1Fam","1Story",5,9,1953,2006,"Gable","CompShg","VinylSd","MetalSd","None",0,"TA","Ex","CBlock","TA","TA","No","BLQ",408,"Unf",0,456,864,"GasA","Gd","Y","SBrkr",1154,0,0,1154,0,0,1,1,3,1,"Ex",6,"Typ",0,None,"Detchd",1962,"Unf",1,336,"TA","TA","Y",63,0,0,0,0,0,None,None,None,0,7,2007,"WD ","Normal",142000
80,"RL",80,9600,"Pave",None,"Reg","Lvl","AllPub","FR2","Gtl","Veenker","Feedr","Norm","1Fam","SLvl",6,7,1976,1994,"Hip","CompShg","Plywood","Plywood","BrkFace",360,"Gd","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,528,528,"GasA","Ex","Y","SBrkr",1094,761,0,1855,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1976,"RFn",2,512,"TA","TA","Y",113,100,0,0,0,0,None,None,None,0,8,2007,"WD ","Normal",187000
75,"RM",60,9600,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",6,5,1917,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","Gd","TA","No","Rec",319,"Unf",0,416,735,"OthW","Fa","N","SBrkr",1134,924,0,2058,0,0,1,1,3,1,"TA",8,"Typ",1,"Gd","Detchd",1950,"Unf",2,396,"Fa","Fa","P",0,0,259,0,0,0,None,None,None,0,4,2008,"WD ","Normal",129500
20,"RL",93,12299,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,6,1978,1985,"Gable","CompShg","Plywood","Plywood","Stone",67,"TA","TA","CBlock","Gd","TA","No","GLQ",1328,"Unf",0,201,1529,"GasA","TA","Y","SBrkr",1664,0,0,1664,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",1978,"Fin",2,663,"TA","TA","Y",0,0,0,0,0,0,None,None,None,0,9,2007,"WD ","Normal",213000
120,"FV",None,4765,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",9,5,2000,2000,"Hip","CompShg","MetalSd","MetalSd","BrkFace",260,"Gd","TA","PConc","Gd","TA","Av","GLQ",1027,"Unf",0,587,1614,"GasA","Ex","Y","SBrkr",1638,0,0,1638,1,0,2,0,2,1,"Ex",5,"Typ",1,"TA","Attchd",2000,"Fin",2,495,"TA","TA","Y",230,68,0,0,0,0,None,None,None,0,7,2008,"WD ","Normal",300000
190,"RM",85,13600,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",5,5,1900,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,662,662,"GasA","TA","N","SBrkr",1422,915,0,2337,0,0,2,0,5,2,"TA",10,"Min2",0,None,"Detchd",1945,"Unf",2,560,"TA","TA","Y",0,57,0,0,0,0,None,None,None,0,9,2007,"WD ","Normal",90000
20,"RL",60,8172,"Pave",None,"Reg","HLS","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,1955,1955,"Gable","CompShg","WdShing","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",682,"Unf",0,182,864,"GasA","TA","Y","SBrkr",864,0,0,864,1,0,1,0,3,1,"TA",5,"Typ",0,None,"Detchd",1996,"Unf",2,528,"TA","TA","N",196,0,0,0,0,0,None,None,None,0,10,2007,"COD","Family",79275
50,"RM",52,6240,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,1930,1992,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,1078,1078,"GasA","TA","Y","SBrkr",1128,445,0,1573,0,0,2,0,3,1,"TA",8,"Typ",1,"Gd","Detchd",1930,"Unf",2,360,"TA","TA","P",0,0,0,0,0,0,None,None,None,0,6,2008,"WD ","Normal",162900
60,"RL",59,7837,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,7,1993,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,799,799,"GasA","Gd","Y","SBrkr",799,772,0,1571,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1993,"RFn",2,380,"TA","TA","Y",0,40,0,0,0,0,None,None,None,0,5,2009,"WD ","Normal",178000
20,"RL",80,14695,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","Nonemes","Norm","Norm","1Fam","1Story",6,8,1966,2008,"Gable","CompShg","MetalSd","MetalSd","BrkFace",210,"TA","Gd","CBlock","TA","TA","No","ALQ",1387,"Unf",0,175,1562,"GasA","Gd","Y","SBrkr",1567,0,0,1567,1,0,2,0,2,1,"Gd",5,"Typ",2,"Gd","Attchd",1966,"Unf",2,542,"TA","TA","Y",0,110,0,0,342,0,None,"GdWo",None,0,7,2009,"WD ","Normal",256000
60,"RL",82,9942,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Gable","CompShg","MetalSd","MetalSd","BrkFace",385,"Ex","TA","PConc","Ex","Gd","Av","GLQ",1290,"Unf",0,316,1606,"GasA","Ex","Y","SBrkr",1625,466,0,2091,1,0,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2005,"RFn",2,521,"TA","TA","Y",194,84,0,0,0,0,None,None,None,0,5,2006,"New","Partial",338500
90,"RL",None,7939,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","2Story",7,5,2000,2000,"Hip","CompShg","VinylSd","VinylSd","BrkFace",23,"TA","TA","PConc","Ex","TA","No","GLQ",820,"Unf",0,348,1168,"GasA","Ex","Y","SBrkr",1168,1619,0,2787,2,0,4,2,6,2,"TA",8,"Typ",2,"TA","BuiltIn",2000,"Fin",4,820,"TA","TA","Y",312,0,0,0,0,0,None,None,None,0,10,2009,"WD ","Normal",269500
50,"RL",89,11792,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",4,5,1948,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,744,744,"GasA","Ex","N","FuseF",792,328,0,1120,0,0,1,0,2,1,"Fa",5,"Typ",0,None,"Detchd",1956,"Unf",2,480,"TA","Fa","P",0,0,0,0,160,0,None,None,None,0,6,2010,"WD ","Abnorml",64000
60,"RL",None,14067,"Pave",None,"Reg","Lvl","AllPub","FR3","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1991,1991,"Gable","CompShg","HdBoard","HdBoard","BrkFace",194,"TA","TA","PConc","Gd","TA","No","ALQ",504,"Unf",0,332,836,"GasA","Gd","Y","SBrkr",851,858,0,1709,1,0,2,1,3,1,"Gd",7,"Typ",0,None,"Attchd",1991,"Fin",2,416,"TA","TA","Y",0,40,0,0,0,0,None,"GdPrv",None,0,9,2008,"WD ","Normal",185000
60,"RL",42,26178,"Pave",None,"IR1","Lvl","AllPub","Inside","Mod","Timber","Norm","Norm","1Fam","2Story",7,5,1989,1990,"Hip","CompShg","MetalSd","MetalSd","BrkFace",293,"Gd","TA","PConc","Gd","TA","Gd","GLQ",965,"Unf",0,245,1210,"GasA","Ex","Y","SBrkr",1238,1281,0,2519,1,0,2,1,4,1,"Gd",9,"Typ",2,"Gd","Attchd",1989,"RFn",2,628,"TA","TA","Y",320,27,0,0,0,0,None,None,None,0,4,2006,"WD ","Normal",335000
20,"RL",91,10437,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","1Story",8,6,1995,1995,"Hip","CompShg","MetalSd","MetalSd","BrkFace",660,"Gd","Gd","PConc","Gd","TA","Gd","GLQ",1696,"Unf",0,413,2109,"GasA","Ex","Y","SBrkr",2113,0,0,2113,1,0,2,1,2,1,"Gd",7,"Typ",1,"TA","Attchd",1995,"Fin",3,839,"TA","TA","Y",236,46,0,0,0,0,None,None,None,0,8,2008,"WD ","Normal",350000
60,"FV",84,10603,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","Stone",121,"Gd","TA","PConc","Ex","Gd","No","GLQ",682,"Unf",0,218,900,"GasA","Ex","Y","SBrkr",909,886,0,1795,1,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2006,"Fin",3,782,"TA","TA","Y",168,45,0,0,0,0,None,None,None,0,7,2009,"WD ","Normal",270000
90,"RL",55,12640,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","1Story",6,5,1976,1976,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Gd","Rec",936,"LwQ",396,396,1728,"GasA","TA","Y","SBrkr",1728,0,0,1728,0,0,2,0,4,2,"TA",8,"Typ",0,None,"Attchd",1976,"Unf",2,574,"TA","TA","Y",40,0,0,0,0,0,None,None,None,0,7,2006,"WD ","Normal",150900
20,"RL",75,14587,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",9,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",284,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1498,1498,"GasA","Ex","Y","SBrkr",1506,0,0,1506,0,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2008,"Fin",2,592,"TA","TA","Y",0,174,0,0,0,0,None,None,None,0,8,2008,"New","Partial",264132
120,"RH",34,4060,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Nonemes","Norm","Norm","TwnhsE","1Story",6,5,1998,1999,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",266,"Unf",0,1139,1405,"GasA","Ex","Y","SBrkr",1337,0,0,1337,1,0,2,0,2,1,"Gd",5,"Typ",0,None,"Attchd",1998,"Fin",2,511,"TA","TA","Y",144,68,0,0,0,0,None,None,None,0,8,2008,"COD","Abnorml",181000
90,"RL",64,7018,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","2Story",5,5,1979,1979,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","Slab",None,None,None,None,0,None,0,0,0,"GasA","TA","Y","SBrkr",1120,1120,0,2240,0,0,2,0,6,2,"TA",12,"Typ",0,None,"Detchd",1979,"Unf",2,528,"TA","TA","Y",154,0,0,0,0,0,None,None,None,0,6,2009,"WD ","Alloca",142953
90,"RL",60,8544,"Pave",None,"Reg","Lvl","AllPub","Corner","Gtl","Nonemes","Norm","Norm","Duplex","1Story",3,4,1950,1950,"Gable","CompShg","BrkFace","Stone","None",0,"TA","TA","Slab",None,None,None,None,0,None,0,0,0,"Wall","Fa","N","FuseF",1040,0,0,1040,0,0,2,0,2,2,"TA",6,"Typ",0,None,"Detchd",1950,"Unf",2,400,"TA","Fa","Y",0,0,0,0,0,0,None,None,None,0,12,2006,"WD ","Normal",81400
20,"RL",313,27650,"Pave",None,"IR2","HLS","AllPub","Inside","Mod","Nonemes","PosA","Norm","1Fam","1Story",7,7,1960,2007,"Flat","Tar&Grv","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",425,"Unf",0,160,585,"GasA","Ex","Y","SBrkr",2069,0,0,2069,1,0,2,0,4,1,"Gd",9,"Typ",1,"Gd","Attchd",1960,"RFn",2,505,"TA","TA","Y",0,0,0,0,0,0,None,None,None,0,11,2008,"WD ","Normal",242000
160,"FV",30,3180,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2005,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,600,600,"GasA","Ex","Y","SBrkr",520,600,80,1200,0,0,2,1,2,1,"Gd",4,"Typ",0,None,"Detchd",2005,"RFn",2,480,"TA","TA","Y",0,166,0,0,0,0,None,None,None,0,6,2006,"WD ","Normal",151000
60,"RL",64,7713,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",16,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,728,728,"GasA","Ex","Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,"Gd",7,"Typ",0,None,"Attchd",2007,"Fin",2,400,"TA","TA","Y",100,24,0,0,0,0,None,None,None,0,7,2007,"New","Partial",177594
50,"RL",80,9600,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Nonemes","Norm","Norm","1Fam","1.5Fin",6,5,1950,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",280,"Unf",0,752,1032,"GasA","TA","Y","FuseA",1032,220,0,1252,0,0,1,0,3,1,"TA",6,"Typ",0,None,"Attchd",1950,"Unf",1,288,"TA","TA","Y",0,0,96,0,0,0,None,None,None,0,4,2008,"WD ","Abnorml",119000
60,"RL",70,11606,"Pave",None,"IR1","HLS","AllPub","Inside","Sev","Nonemes","Norm","Norm","1Fam","2Story",5,5,1969,1969,"Gable","CompShg","Plywood","Plywood","BrkFace",192,"TA","TA","PConc","Gd","TA","Av","Rec",650,"Unf",0,390,1040,"GasA","TA","Y","SBrkr",1040,1040,0,2080,0,1,1,2,5,1,"Fa",9,"Typ",2,"TA","Attchd",1969,"Unf",2,504,"TA","TA","Y",335,0,0,0,0,0,None,None,None,0,9,2007,"WD ","Family",135000
50,"RL",45,8248,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",4,4,1922,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,864,864,"GasA","TA","N","SBrkr",964,0,450,1414,0,0,1,0,3,1,"TA",8,"Typ",1,"Gd",None,None,None,0,0,None,None,"N",0,0,112,0,0,0,None,None,None,0,9,2006,"COD","Abnorml",83000
20,"RL",None,8685,"Pave",None,"IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",846,"Unf",0,579,1425,"GasA","Ex","Y","SBrkr",1425,0,0,1425,1,0,2,0,3,1,"TA",5,"Typ",0,None,"Attchd",1998,"RFn",2,591,"TA","TA","Y",0,130,0,0,0,0,None,None,None,0,5,2006,"WD ","Normal",193000
60,"RL",None,17082,"Pave",None,"IR1","Low","AllPub","CulDSac","Mod","ClearCr","Norm","Norm","1Fam","2Story",6,5,1978,1992,"Gable","CompShg","VinylSd","VinylSd","BrkFace",288,"TA","TA","PConc","Gd","TA","Av","ALQ",964,"Unf",0,153,1117,"GasA","Ex","Y","SBrkr",1117,864,0,1981,1,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1978,"Fin",2,522,"TA","TA","Y",336,104,0,0,0,0,None,None,None,0,5,2010,"WD ","Normal",230000
60,"RL",72,7226,"Pave",None,"IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,798,798,"GasA","Ex","Y","SBrkr",798,842,0,1640,0,0,2,1,3,1,"Gd",6,"Typ",0,None,"Attchd",2003,"RFn",2,595,"TA","TA","Y",0,45,0,0,0,0,None,None,None,0,6,2008,"WD ","Normal",183000
70,"RL",78,12168,"Pave",None,"Reg","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",8,6,1934,1998,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","PConc","Gd","TA","Mn","BLQ",428,"Unf",0,537,965,"GasA","TA","Y","SBrkr",1940,1254,0,3194,0,0,2,1,4,1,"TA",10,"Typ",2,"Gd","Basment",1934,"Unf",2,380,"TA","TA","Y",0,0,0,0,0,0,None,None,None,0,9,2007,"WD ","Alloca",359100
60,"RL",None,11000,"Pave",None,"Reg","Lvl","AllPub","FR2","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",72,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,969,969,"GasA","Ex","Y","SBrkr",997,1288,0,2285,0,0,2,1,4,1,"Gd",8,"Typ",1,"TA","BuiltIn",2000,"Fin",3,648,"TA","TA","Y",0,56,0,0,0,0,None,None,None,0,6,2007,"WD ","Normal",248000
20,"RL",None,12968,"Pave",None,"IR2","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1962,1962,"Hip","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",737,"Unf",0,175,912,"GasA","TA","Y","SBrkr",912,0,0,912,1,0,1,0,2,1,"TA",4,"Typ",0,None,"Detchd",1962,"Unf",1,352,"TA","TA","Y",140,0,0,0,176,0,None,None,None,0,9,2008,"WD ","Normal",144000
90,"RM",68,8930,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","RRAe","Norm","Duplex","1.5Fin",6,5,1978,1978,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","Slab",None,None,None,None,0,None,0,0,0,"GasA","TA","Y","SBrkr",1318,584,0,1902,0,0,2,0,4,2,"TA",8,"Typ",0,None,"Attchd",1978,"Unf",2,539,"TA","TA","Y",0,0,0,0,0,0,None,None,None,0,4,2010,"WD ","Normal",112000
20,"RL",78,10335,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",183,"Gd","TA","PConc","Gd","TA","Gd","GLQ",679,"Unf",0,811,1490,"GasA","Ex","Y","SBrkr",1501,0,0,1501,1,0,2,0,3,1,"Gd",6,"Typ",0,None,"Attchd",1999,"RFn",2,577,"TA","TA","Y",144,29,0,0,0,0,None,None,None,0,6,2009,"WD ","Normal",204000
60,"RL",90,9900,"Pave",None,"Reg","Low","AllPub","Inside","Mod","NoRidge","Norm","Norm","1Fam","2Story",7,5,1993,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",256,"Gd","TA","PConc","Gd","TA","Gd","GLQ",987,"Unf",0,360,1347,"GasA","Ex","Y","SBrkr",1372,1274,0,2646,1,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1993,"RFn",3,656,"TA","TA","Y",340,60,144,0,0,0,None,None,None,0,4,2009,"WD ","Normal",260000
60,"RL",64,9045,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",5,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,768,768,"GasA","Ex","Y","SBrkr",768,768,0,1536,0,0,2,1,3,1,"Gd",6,"Typ",0,None,"Attchd",2005,"Fin",2,400,"TA","TA","Y",0,40,0,0,0,0,None,None,None,0,6,2007,"WD ","Normal",167000
30,"RM",56,7741,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,5,1924,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","No","BLQ",143,"Rec",72,817,1032,"GasA","Gd","N","FuseA",1032,0,0,1032,0,0,1,0,2,1,"TA",5,"Typ",0,None,"Detchd",1995,"Unf",1,280,"TA","TA","Y",0,0,112,0,0,0,None,"MnPrv",None,0,6,2006,"COD","Abnorml",108000
120,"RL",135,12304,"Pave",None,"IR3","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",144,"Gd","TA","PConc","Gd","TA","No","GLQ",20,"Unf",0,1347,1367,"GasA","Ex","Y","SBrkr",1367,0,0,1367,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2005,"RFn",2,484,"TA","TA","Y",0,33,0,0,0,0,None,None,None,0,6,2008,"WD ","Normal",192000
60,"RL",None,13215,"Pave",None,"IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",112,"Gd","TA","PConc","Gd","TA","No","GLQ",994,"Unf",0,426,1420,"GasA","Ex","Y","SBrkr",1426,488,0,1914,1,0,2,1,3,1,"Gd",9,"Typ",1,"TA","BuiltIn",2004,"RFn",3,746,"TA","TA","Y",168,127,0,0,0,0,None,None,None,0,2,2006,"WD ","Normal",279000
60,"RL",None,9505,"Pave",None,"IR1","Lvl","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",180,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,884,884,"GasA","Ex","Y","SBrkr",884,1151,0,2035,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2001,"Fin",2,434,"TA","TA","Y",144,48,0,0,0,0,None,None,None,0,5,2010,"WD ","Normal",222500
60,"RL",134,19378,"Pave",None,"IR1","HLS","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",456,"Gd","TA","PConc","Gd","TA","Mn","GLQ",57,"Unf",0,1335,1392,"GasA","Ex","Y","SBrkr",1392,1070,0,2462,1,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","Attchd",2006,"RFn",2,576,"TA","TA","Y",239,132,0,168,0,0,None,None,None,0,3,2006,"New","Partial",320000
