"MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
60,"RL",94,13005,"Pave",None,"IR1","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,7,1980,1980,"Gable","CompShg","CemntBd","CmentBd","BrkFace",278,"Gd","TA","CBlock","Gd","TA","No","GLQ",692,"Unf",0,153,845,"GasA","TA","Y","SBrkr",1153,1200,0,2353,1,0,2,1,4,1,"Ex",10,"Typ",1,"TA","Attchd",1983,"RFn",2,484,"TA","TA","Y",288,195,0,0,0,0,None,"GdPrv",None,0,8,2009,"WD ","Normal",260000
60,"RL",96,11690,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",192,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,850,850,"GasA","Ex","Y","SBrkr",886,878,0,1764,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1999,"Unf",2,560,"TA","TA","Y",120,29,0,0,0,0,None,None,None,0,6,2008,"WD ","Normal",207000
190,"RM",70,5600,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","2fmCon","2Story",4,5,1930,1950,"Hip","CompShg","VinylSd","Wd Shng","None",0,"Fa","Fa","Slab",None,None,None,None,0,None,0,0,0,"GasA","Fa","N","SBrkr",372,720,0,1092,0,0,2,0,3,2,"Fa",7,"Mod",0,None,None,None,None,0,0,None,None,"N",0,0,0,0,0,0,None,None,"Othr",3500,7,2010,"WD ","Normal",55000
60,"RL",86,11227,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","2Story",5,5,1968,1968,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","Gd","No","Rec",267,"ALQ",453,0,720,"GasA","Ex","Y","SBrkr",720,720,0,1440,0,0,1,1,4,1,"TA",7,"Typ",2,"TA","Attchd",1968,"Unf",2,480,"TA","TA","Y",192,38,0,0,0,0,None,"MnPrv",None,0,3,2010,"WD ","Normal",163000
120,"RL",43,3203,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",14,"Gd","TA","PConc","Gd","TA","Av","GLQ",16,"Unf",0,1129,1145,"GasA","Ex","Y","SBrkr",1145,0,0,1145,0,0,2,0,2,1,"Gd",6,"Typ",0,None,"Attchd",2006,"Fin",2,437,"TA","TA","Y",100,116,0,0,0,0,None,None,None,0,1,2010,"WD ","Normal",160000
60,"RL",91,10984,"Pave",None,"IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",0,945,945,"GasA","Ex","Y","SBrkr",945,864,0,1809,0,0,2,1,3,1,"Gd",8,"Typ",0,None,"Attchd",2005,"RFn",2,638,"TA","TA","Y",144,54,0,0,0,0,None,None,None,0,5,2006,"New","Partial",209700
20,"RL",70,13300,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Nonemes","Norm","Norm","1Fam","1Story",5,5,1956,2001,"Hip","CompShg","Wd Sdng","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",494,"Unf",0,521,1015,"GasA","Gd","Y","SBrkr",1384,0,0,1384,1,0,1,0,2,1,"TA",6,"Min1",0,None,"Attchd",2001,"Unf",2,896,"TA","TA","Y",75,0,0,323,0,0,None,None,"Shed",400,6,2006,"WD ","Normal",159000
20,"RL",80,9600,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Nonemes","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Hip","CompShg","VinylSd","VinylSd","BrkFace",172,"TA","TA","CBlock","TA","TA","No","Rec",698,"Unf",0,534,1232,"GasA","TA","Y","SBrkr",1232,0,0,1232,1,0,1,1,3,1,"TA",6,"Typ",0,None,"Attchd",1966,"RFn",2,490,"TA","TA","Y",0,224,0,0,0,0,None,None,None,0,4,2010,"WD ","Normal",142250
20,"RL",71,8540,"Pave",None,"Reg","Lvl","AllPub","Corner","Gtl","Nonemes","Norm","Norm","1Fam","1Story",5,8,1956,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",114,"ALQ",691,120,925,"GasA","TA","Y","SBrkr",925,0,0,925,1,0,1,0,3,1,"Gd",5,"Typ",0,None,"Detchd",1956,"Unf",1,252,"TA","TA","Y",152,0,0,0,0,0,None,None,None,0,6,2007,"WD ","Normal",127000
20,"FV",62,7500,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2007,2008,"Gable","CompShg","CemntBd","CmentBd","Stone",210,"Gd","TA","PConc","Gd","TA","No","GLQ",902,"Unf",0,316,1218,"GasA","Ex","Y","SBrkr",1218,0,0,1218,1,0,2,0,2,1,"Gd",6,"Typ",0,None,"Attchd",2008,"Fin",2,462,"TA","TA","Y",168,168,0,0,0,0,None,None,None,0,4,2008,"New","Partial",230348
120,"RL",48,6240,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,2007,"Hip","CompShg","MetalSd","MetalSd","BrkFace",176,"Gd","TA","PConc","Gd","TA","No","GLQ",846,"Unf",0,496,1342,"GasA","Ex","Y","SBrkr",1342,0,0,1342,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2007,"Fin",2,550,"TA","TA","Y",0,35,0,0,0,0,None,None,None,0,6,2008,"WD ","Normal",234250
20,"RL",60,9600,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Nonemes","Norm","Norm","1Fam","1Story",5,6,1950,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",390,"Unf",0,810,1200,"GasA","TA","Y","SBrkr",1200,0,0,1200,0,0,1,0,3,1,"TA",6,"Typ",0,None,"Attchd",1950,"Fin",1,246,"TA","TA","Y",126,0,0,0,0,0,None,"GdWo",None,0,8,2009,"WD ","Normal",129900
20,"RL",94,9239,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,8,1963,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","GLQ",634,"Unf",0,326,960,"GasA","Ex","Y","SBrkr",960,0,0,960,1,0,1,0,3,1,"Gd",6,"Typ",0,None,"Attchd",1963,"Fin",1,300,"TA","TA","Y",168,0,0,0,0,0,None,None,None,0,5,2008,"WD ","Normal",144900
60,"RL",100,9500,"Pave",None,"Reg","Lvl","AllPub","Corner","Gtl","Nonemes","Artery","Norm","1Fam","2Story",6,6,1964,1978,"Gable","CompShg","VinylSd","VinylSd","BrkCmn",272,"TA","TA","CBlock","TA","TA","No","Rec",442,"Unf",0,374,816,"GasA","TA","Y","SBrkr",1127,850,0,1977,0,1,1,1,4,1,"TA",9,"Typ",1,"TA","Attchd",1964,"RFn",2,540,"TA","TA","Y",0,52,0,0,0,0,None,"GdPrv",None,0,6,2007,"WD ","Normal",165000
30,"RL",85,19550,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,1940,2007,"Flat","Tar&Grv","PreCast","PreCast","None",0,"TA","TA","PConc","TA","TA","Gd","ALQ",1035,"Unf",0,545,1580,"GasA","Ex","Y","SBrkr",1518,0,0,1518,1,0,1,0,2,1,"Fa",5,"Typ",2,"Gd",None,None,None,0,0,None,None,"Y",0,39,0,0,0,0,None,None,None,0,1,2008,"WD ","Normal",260000
20,"RL",80,8480,"Pave",None,"Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1963,1963,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",630,"Unf",0,340,970,"GasA","TA","Y","SBrkr",970,0,0,970,1,0,1,0,2,1,"TA",5,"Typ",0,None,"Detchd",1996,"Unf",2,624,"TA","TA","Y",0,24,0,0,192,0,None,None,None,0,7,2007,"WD ","Normal",132500
20,"RL",None,10456,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1967,1967,"Hip","CompShg","HdBoard","HdBoard","BrkFace",120,"TA","TA","CBlock","TA","TA","No","GLQ",506,"Unf",0,1323,1829,"GasA","Gd","Y","SBrkr",1829,0,0,1829,1,0,2,0,4,1,"TA",8,"Typ",0,None,"Attchd",1967,"RFn",2,535,"TA","TA","Y",0,76,0,0,0,0,None,None,None,0,5,2010,"WD ","Normal",218500
20,"RL",60,7332,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Nonemes","Norm","Norm","1Fam","1Story",6,6,1959,1959,"Gable","CompShg","WdShing","Wd Shng","BrkFace",207,"TA","TA","CBlock","TA","TA","No","BLQ",414,"Unf",0,450,864,"GasA","Ex","Y","SBrkr",864,0,0,864,1,0,1,0,2,1,"Gd",4,"Typ",0,None,"Attchd",1959,"Unf",1,288,"TA","TA","Y",168,0,0,0,0,0,None,None,None,0,10,2006,"WD ","Abnorml",120000
60,"RL",106,11194,"Pave",None,"IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1406,1406,"GasA","Ex","Y","SBrkr",1454,482,0,1936,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",2000,"RFn",2,504,"TA","TA","Y",188,124,0,0,0,0,None,None,None,0,11,2006,"WD ","Normal",230500
120,"RM",None,4426,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",169,"Gd","TA","PConc","Gd","TA","Av","GLQ",662,"Unf",0,186,848,"GasA","Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",3,"Typ",0,None,"Attchd",2004,"RFn",2,420,"TA","TA","Y",160,0,0,0,0,0,None,None,None,0,5,2010,"WD ","Normal",143000
70,"RM",60,11340,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",2,1,1920,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"Fa","Fa","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,723,723,"GasA","TA","N","SBrkr",723,363,0,1086,0,0,1,0,2,1,"TA",5,"Maj1",0,None,"Detchd",1920,"Unf",2,400,"Fa","Po","N",0,24,144,0,0,0,None,None,None,0,11,2008,"ConLD","Normal",55000
50,"RM",60,6000,"Pave",None,"Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,1924,1950,"Gable","CompShg","Stucco","Stucco","BrkFace",444,"TA","TA","BrkTil","TA","TA","No","Rec",220,"Unf",0,248,468,"GasA","Gd","Y","SBrkr",822,320,0,1142,0,0,1,0,3,1,"TA",6,"Typ",0,None,"Attchd",1924,"Fin",1,320,"TA","TA","Y",0,0,98,0,0,0,None,None,None,0,6,2009,"WD ","Normal",93000
20,"FV",112,12606,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",9,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",120,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1530,1530,"GasA","Ex","Y","SBrkr",1530,0,0,1530,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2008,"RFn",3,984,"TA","TA","Y",212,136,0,0,0,0,None,None,None,0,5,2009,"WD ","Normal",250000
70,"RL",60,7200,"Pave",None,"Reg","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",7,6,1931,2000,"Gable","CompShg","Stucco","Wd Shng","None",0,"TA","Fa","BrkTil","Gd","TA","No","Unf",0,"Unf",0,776,776,"GasA","TA","Y","SBrkr",851,651,0,1502,0,0,1,1,3,1,"TA",6,"Typ",1,"Gd","Attchd",1931,"RFn",1,270,"TA","TA","P",0,0,112,0,0,0,None,"MnPrv",None,0,2,2008,"WD ","Normal",149000
20,"RL",53,14137,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",5,5,1996,1997,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",450,"Unf",0,898,1348,"GasA","Gd","Y","SBrkr",1384,0,0,1384,1,0,2,0,3,1,"Gd",7,"Typ",0,None,"Attchd",1996,"Unf",2,404,"TA","TA","Y",0,39,0,0,0,0,None,None,None,0,11,2008,"WD ","Normal",177900
20,"RL",85,11447,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",674,"Gd","TA","PConc","Ex","TA","Av","GLQ",1571,"Unf",0,393,1964,"GasA","Ex","Y","SBrkr",1964,0,0,1964,1,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2005,"Fin",3,892,"TA","TA","Y",0,265,0,0,0,0,None,None,None,0,6,2008,"WD ","Normal",370000
20,"RL",107,13891,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",10,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","",None,"Ex","TA","PConc","Ex","Gd","Gd","GLQ",1386,"Unf",0,690,2076,"GasA","Ex","Y","SBrkr",2076,0,0,2076,1,0,2,1,2,1,"Ex",7,"Typ",1,"Gd","Attchd",2006,"Fin",3,850,"TA","TA","Y",216,229,0,0,0,0,None,None,None,0,9,2006,"New","Partial",465000
60,"RL",None,13142,"Pave",None,"IR1","Lvl","AllPub","Corner","Gtl","CollgCr","PosN","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","BrkFace",128,"TA","TA","PConc","Gd","TA","No","GLQ",688,"Unf",0,176,864,"GasA","Ex","Y","SBrkr",872,899,0,1771,1,0,2,1,3,1,"Gd",6,"Typ",0,None,"Attchd",1997,"RFn",2,600,"TA","TA","Y",0,96,0,0,0,0,None,None,None,0,7,2008,"WD ","Normal",215700
20,"RL",75,10125,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",6,6,1977,1977,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",641,"LwQ",279,276,1196,"GasA","TA","Y","SBrkr",1279,0,0,1279,0,1,2,0,3,1,"TA",6,"Typ",2,"Fa","Detchd",1980,"Unf",2,473,"TA","TA","Y",238,83,0,0,0,0,None,"MnPrv",None,0,2,2008,"WD ","Normal",171500
20,"RL",60,6600,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Nonemes","PosN","Norm","1Fam","1Story",5,5,1962,1962,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,894,894,"GasA","Gd","N","SBrkr",894,0,0,894,0,0,1,0,2,1,"TA",5,"Typ",0,None,"Detchd",1962,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,None,None,None,0,8,2009,"WD ","Normal",109500
50,"C (all)",52,5150,"Pave",None,"Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Feedr","Norm","1Fam","1.5Fin",4,7,1910,2000,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","PConc","Po","TA","No","Unf",0,"Unf",0,356,356,"GasA","TA","N","FuseA",671,378,0,1049,0,0,1,0,2,1,"TA",5,"Typ",0,None,"Detchd",1910,"Unf",1,195,"Po","Fa","N",0,0,0,0,0,0,None,None,None,0,5,2008,"WD ","Normal",80900
20,"RL",70,8750,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",209,"Gd","TA","PConc","Gd","TA","Av","GLQ",1111,"Unf",0,306,1417,"GasA","Ex","Y","SBrkr",1417,0,0,1417,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",1997,"Unf",2,511,"TA","TA","Y",60,0,0,0,117,0,None,None,None,0,8,2009,"WD ","Normal",210000
60,"RL",80,14000,"Pave",None,"Reg","Lvl","AllPub","Inside","Mod","ClearCr","Norm","Norm","1Fam","2Story",7,5,1996,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1201,"Unf",0,105,1306,"GasA","Ex","Y","SBrkr",1306,954,0,2260,1,0,2,1,3,1,"Gd",7,"Typ",0,None,"Attchd",1996,"RFn",2,533,"TA","TA","Y",296,44,0,0,0,0,None,None,None,0,4,2010,"WD ","Normal",328000
20,"RL",80,11844,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",464,"Gd","TA","PConc","Ex","TA","Mn","Unf",0,"Unf",0,2046,2046,"GasA","Ex","Y","SBrkr",2046,0,0,2046,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2008,"Fin",3,834,"TA","TA","Y",322,82,0,0,0,0,None,None,None,0,7,2009,"New","Partial",372500
20,"RL",85,10176,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,1990,1990,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","Gd","GLQ",637,"Unf",0,663,1300,"GasA","Gd","Y","SBrkr",1341,0,0,1341,1,0,1,1,2,1,"Gd",5,"Typ",1,"Po","Attchd",1990,"Unf",2,506,"TA","TA","Y",192,0,0,0,0,0,None,None,None,0,2,2010,"WD ","Normal",171500
60,"RL",70,9109,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","2Story",7,5,1994,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","LwQ",36,"GLQ",596,122,754,"GasA","Ex","Y","SBrkr",754,786,0,1540,1,0,2,1,3,1,"Gd",6,"Typ",0,None,"Attchd",1994,"RFn",2,495,"TA","TA","Y",140,32,0,0,0,0,None,None,None,0,10,2009,"WD ","Normal",184000
80,"RL",None,12095,"Pave",None,"IR1","Lvl","AllPub","Corner","Gtl","Nonemes","Norm","Norm","1Fam","SLvl",6,6,1964,1964,"Gable","CompShg","MetalSd","HdBoard","BrkFace",115,"TA","Gd","CBlock","TA","TA","Gd","Rec",564,"Unf",0,563,1127,"GasA","TA","Y","SBrkr",1445,0,0,1445,0,0,1,1,3,1,"TA",7,"Typ",1,"Fa","Attchd",1964,"RFn",2,645,"TA","TA","Y",180,0,0,0,0,0,None,"MnPrv",None,0,8,2009,"WD ","Normal",158000
190,"RL",79,13110,"Pave",None,"IR1","Lvl","AllPub","Corner","Gtl","NWAmes","RRAn","Feedr","2fmCon","1Story",5,6,1972,1972,"Gable","CompShg","Plywood","Plywood","BrkFace",144,"TA","TA","CBlock","Gd","TA","No","GLQ",962,"Unf",0,191,1153,"GasA","Ex","Y","SBrkr",1193,0,0,1193,1,0,2,0,2,1,"TA",6,"Typ",0,None,"Attchd",1972,"Fin",2,501,"TA","TA","Y",140,153,0,0,0,0,None,"MnPrv",None,0,7,2006,"WD ","Normal",146500
90,"RL",70,7700,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","2Story",5,2,1985,1986,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Po","PConc","TA","TA","No","Unf",0,"Unf",0,1216,1216,"GasA","Gd","Y","SBrkr",1216,1216,0,2432,0,0,4,2,4,2,"TA",10,"Typ",0,None,"Attchd",1985,"Unf",2,616,"TA","Fa","Y",200,0,0,0,0,0,None,None,"Shed",600,2,2010,"WD ","Normal",159000
20,"RL",90,12878,"Pave",None,"IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",7,5,2003,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",418,"Gd","TA","PConc","Gd","TA","No","ALQ",1262,"Unf",0,498,1760,"GasA","Ex","Y","SBrkr",1760,0,0,1760,1,0,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2003,"Fin",2,583,"TA","TA","Y",165,190,0,0,0,0,None,None,None,0,6,2009,"WD ","Normal",269500
190,"RL",75,10382,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Nonemes","Norm","Norm","2fmCon","SLvl",6,5,1958,1958,"Hip","CompShg","HdBoard","HdBoard","BrkFace",105,"TA","Fa","CBlock","TA","TA","Gd","ALQ",513,"Unf",0,75,588,"GasA","TA","Y","SBrkr",1095,0,0,1095,1,0,1,0,2,1,"TA",6,"Typ",0,None,"Attchd",1958,"RFn",1,264,"TA","TA","Y",0,0,0,0,0,0,None,None,None,0,3,2006,"ConLD","Normal",140000
60,"RL",81,10530,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","PosA","Norm","1Fam","2Story",7,5,1978,1978,"Gable","CompShg","Plywood","Plywood","BrkFace",68,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,945,945,"GasA","TA","Y","SBrkr",945,912,0,1857,0,0,2,1,4,1,"TA",8,"Typ",1,"TA","Attchd",1978,"RFn",2,482,"TA","TA","Y",400,105,0,0,0,0,None,"GdPrv",None,0,7,2006,"WD ","Normal",188900
120,"FV",30,5330,"Pave","Pave","IR2","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",8,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","",None,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1550,1550,"GasA","Ex","Y","SBrkr",1550,0,0,1550,0,0,2,1,2,1,"Gd",5,"Typ",0,None,"Attchd",2007,"Fin",2,528,"TA","TA","Y",0,102,0,0,0,0,None,None,None,0,7,2007,"New","Partial",207500
80,"RL",102,10192,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","SLvl",7,6,1968,1992,"Gable","CompShg","MetalSd","MetalSd","BrkFace",143,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,570,570,"GasA","Gd","Y","SBrkr",1222,698,0,1920,0,0,3,0,4,1,"Gd",8,"Typ",1,"TA","Attchd",1968,"RFn",2,487,"TA","TA","Y",0,98,0,0,0,0,None,"GdPrv",None,0,9,2006,"WD ","Normal",170000
20,"RL",None,39384,"Pave",None,"IR1","Low","AllPub","CulDSac","Sev","Nonemes","Norm","Norm","1Fam","1Story",6,6,1957,1957,"Gable","CompShg","Wd Sdng","Wd Sdng","Stone",902,"TA","TA","CBlock","Gd","TA","Gd","ALQ",1110,"Unf",0,595,1705,"GasA","Ex","Y","SBrkr",1390,0,0,1390,1,0,1,1,1,1,"Ex",4,"Min1",2,"Gd","Attchd",1957,"Unf",2,550,"TA","TA","Y",0,189,0,0,0,0,None,None,None,0,10,2006,"WD ","Abnorml",252000
60,"FV",65,8127,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",410,"Unf",0,402,812,"GasA","Ex","Y","SBrkr",812,841,0,1653,1,0,2,1,3,1,"Gd",6,"Typ",0,None,"Attchd",2003,"RFn",2,628,"TA","TA","Y",0,45,0,0,0,0,None,None,None,0,3,2009,"WD ","Normal",209000
30,"RM",51,6120,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",6,5,1923,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","Fa","No","ALQ",960,"Unf",0,164,1124,"GasA","TA","Y","SBrkr",1068,0,0,1068,1,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd",1923,"Unf",1,288,"TA","TA","Y",0,0,128,0,0,0,None,None,None,0,3,2010,"WD ","Normal",109500
60,"RL",88,12665,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","2Story",8,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",245,"Gd","TA","PConc","Gd","Gd","Gd","Unf",0,"Unf",0,1094,1094,"GasA","Ex","Y","SBrkr",1133,1349,0,2482,0,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2005,"Fin",3,642,"TA","TA","Y",144,39,0,0,0,0,None,None,None,0,2,2007,"WD ","Normal",281213
190,"RH",58,6430,"Pave",None,"Reg","Bnk","AllPub","Corner","Gtl","SWISU","Feedr","Norm","2fmCon","1.5Fin",6,6,1945,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",780,"Unf",0,0,780,"GasA","TA","N","FuseF",816,524,0,1340,1,0,1,0,3,1,"TA",6,"Typ",0,None,"Attchd",1945,"Unf",1,440,"TA","TA","Y",0,0,0,0,0,0,None,None,None,0,7,2006,"WD ","Abnorml",128000
190,"RL",None,32463,"Pave",None,"Reg","Low","AllPub","Inside","Mod","Mitchel","Norm","Norm","2fmCon","1Story",4,4,1961,1975,"Gable","CompShg","MetalSd","MetalSd","Stone",149,"TA","Gd","CBlock","TA","TA","Av","BLQ",1159,"Unf",0,90,1249,"GasA","Ex","Y","SBrkr",1622,0,0,1622,1,0,1,0,3,1,"TA",7,"Typ",1,"TA","2Types",1975,"Fin",4,1356,"TA","TA","Y",439,0,0,0,0,0,None,None,None,0,3,2007,"WD ","Normal",168000
